variation_index,original_row_index,run_number,unique_run_id,model_name,model_response_full,model_response_parsed,gold_answer,is_correct
14,40,1,40_14_1,google/gemma-3-12b-it,model,model,N/A,
87,40,1,40_87_1,google/gemma-3-12b-it,model,model,N/A,
82,41,1,41_82_1,google/gemma-3-12b-it,model,model,N/A,
15,41,1,41_15_1,google/gemma-3-12b-it,model,model,N/A,
4,41,1,41_4_1,google/gemma-3-12b-it,model,model,N/A,
95,41,1,41_95_1,google/gemma-3-12b-it,model,model,N/A,
36,41,1,41_36_1,google/gemma-3-12b-it,model,model,N/A,
32,41,1,41_32_1,google/gemma-3-12b-it,model,model,N/A,
29,41,1,41_29_1,google/gemma-3-12b-it,model,model,N/A,
18,41,1,41_18_1,google/gemma-3-12b-it,model,model,N/A,
14,41,1,41_14_1,google/gemma-3-12b-it,model,model,N/A,
87,41,1,41_87_1,google/gemma-3-12b-it,model,model,N/A,
82,42,1,42_82_1,google/gemma-3-12b-it,model,model,N/A,
15,42,1,42_15_1,google/gemma-3-12b-it,model,model,N/A,
4,42,1,42_4_1,google/gemma-3-12b-it,model,model,N/A,
95,42,1,42_95_1,google/gemma-3-12b-it,model,model,N/A,
36,42,1,42_36_1,google/gemma-3-12b-it,model,model,N/A,
32,42,1,42_32_1,google/gemma-3-12b-it,model,model,N/A,
29,42,1,42_29_1,google/gemma-3-12b-it,model,model,N/A,
18,42,1,42_18_1,google/gemma-3-12b-it,model,model,N/A,
14,42,1,42_14_1,google/gemma-3-12b-it,model,model,N/A,
87,42,1,42_87_1,google/gemma-3-12b-it,model,model,N/A,
82,43,1,43_82_1,google/gemma-3-12b-it,model,model,N/A,
15,43,1,43_15_1,google/gemma-3-12b-it,model,model,N/A,
4,43,1,43_4_1,google/gemma-3-12b-it,model,model,N/A,
95,43,1,43_95_1,google/gemma-3-12b-it,model,model,N/A,
36,43,1,43_36_1,google/gemma-3-12b-it,model,model,N/A,
32,43,1,43_32_1,google/gemma-3-12b-it,model,model,N/A,
29,43,1,43_29_1,google/gemma-3-12b-it,model,model,N/A,
18,43,1,43_18_1,google/gemma-3-12b-it,model,model,N/A,
14,43,1,43_14_1,google/gemma-3-12b-it,model,model,N/A,
87,43,1,43_87_1,google/gemma-3-12b-it,model,model,N/A,
82,44,1,44_82_1,google/gemma-3-12b-it,model,model,N/A,
15,44,1,44_15_1,google/gemma-3-12b-it,model,model,N/A,
4,44,1,44_4_1,google/gemma-3-12b-it,model,model,N/A,
95,44,1,44_95_1,google/gemma-3-12b-it,model,model,N/A,
36,44,1,44_36_1,google/gemma-3-12b-it,model,model,N/A,
32,44,1,44_32_1,google/gemma-3-12b-it,model,model,N/A,
29,44,1,44_29_1,google/gemma-3-12b-it,model,model,N/A,
18,44,1,44_18_1,google/gemma-3-12b-it,model,model,N/A,
14,44,1,44_14_1,google/gemma-3-12b-it,model,model,N/A,
87,44,1,44_87_1,google/gemma-3-12b-it,model,model,N/A,
82,45,1,45_82_1,google/gemma-3-12b-it,model,model,N/A,
15,45,1,45_15_1,google/gemma-3-12b-it,model,model,N/A,
4,45,1,45_4_1,google/gemma-3-12b-it,model,model,N/A,
95,45,1,45_95_1,google/gemma-3-12b-it,model,model,N/A,
36,45,1,45_36_1,google/gemma-3-12b-it,model,model,N/A,
32,45,1,45_32_1,google/gemma-3-12b-it,model,model,N/A,
29,45,1,45_29_1,google/gemma-3-12b-it,model,model,N/A,
18,45,1,45_18_1,google/gemma-3-12b-it,model,model,N/A,
14,45,1,45_14_1,google/gemma-3-12b-it,model,model,N/A,
87,45,1,45_87_1,google/gemma-3-12b-it,model,model,N/A,
82,46,1,46_82_1,google/gemma-3-12b-it,model,model,N/A,
15,46,1,46_15_1,google/gemma-3-12b-it,model,model,N/A,
4,46,1,46_4_1,google/gemma-3-12b-it,model,model,N/A,
95,46,1,46_95_1,google/gemma-3-12b-it,model,model,N/A,
36,46,1,46_36_1,google/gemma-3-12b-it,model,model,N/A,
32,46,1,46_32_1,google/gemma-3-12b-it,model,model,N/A,
29,46,1,46_29_1,google/gemma-3-12b-it,model,model,N/A,
18,46,1,46_18_1,google/gemma-3-12b-it,model,model,N/A,
14,46,1,46_14_1,google/gemma-3-12b-it,model,model,N/A,
87,46,1,46_87_1,google/gemma-3-12b-it,model,model,N/A,
82,47,1,47_82_1,google/gemma-3-12b-it,model,model,N/A,
15,47,1,47_15_1,google/gemma-3-12b-it,model,model,N/A,
4,47,1,47_4_1,google/gemma-3-12b-it,model,model,N/A,
95,47,1,47_95_1,google/gemma-3-12b-it,model,model,N/A,
36,47,1,47_36_1,google/gemma-3-12b-it,model,model,N/A,
32,47,1,47_32_1,google/gemma-3-12b-it,model,model,N/A,
29,47,1,47_29_1,google/gemma-3-12b-it,model,model,N/A,
18,47,1,47_18_1,google/gemma-3-12b-it,model,model,N/A,
14,47,1,47_14_1,google/gemma-3-12b-it,model,model,N/A,
87,47,1,47_87_1,google/gemma-3-12b-it,model,model,N/A,
82,48,1,48_82_1,google/gemma-3-12b-it,model,model,N/A,
15,48,1,48_15_1,google/gemma-3-12b-it,model,model,N/A,
4,48,1,48_4_1,google/gemma-3-12b-it,model,model,N/A,
95,48,1,48_95_1,google/gemma-3-12b-it,model,model,N/A,
36,48,1,48_36_1,google/gemma-3-12b-it,model,model,N/A,
32,48,1,48_32_1,google/gemma-3-12b-it,model,model,N/A,
29,48,1,48_29_1,google/gemma-3-12b-it,model,model,N/A,
18,48,1,48_18_1,google/gemma-3-12b-it,model,model,N/A,
14,48,1,48_14_1,google/gemma-3-12b-it,model,model,N/A,
87,48,1,48_87_1,google/gemma-3-12b-it,model,model,N/A,
82,49,1,49_82_1,google/gemma-3-12b-it,model,model,N/A,
15,49,1,49_15_1,google/gemma-3-12b-it,model,model,N/A,
4,49,1,49_4_1,google/gemma-3-12b-it,model,model,N/A,
95,49,1,49_95_1,google/gemma-3-12b-it,model,model,N/A,
36,49,1,49_36_1,google/gemma-3-12b-it,model,model,N/A,
32,49,1,49_32_1,google/gemma-3-12b-it,model,model,N/A,
29,49,1,49_29_1,google/gemma-3-12b-it,model,model,N/A,
18,49,1,49_18_1,google/gemma-3-12b-it,model,model,N/A,
14,49,1,49_14_1,google/gemma-3-12b-it,model,model,N/A,
87,49,1,49_87_1,google/gemma-3-12b-it,model,model,N/A,
